param-n abstract-regression-quadratic-real abstract-regression-quadratic-sys abstract-regression-quadratic-user build-I-regression-linear-real build-I-regression-linear-sys build-I-regression-linear-user build-admit-cast-regression-linear-real build-admit-cast-regression-linear-sys build-admit-cast-regression-linear-user build-admit-regression-linear-real build-admit-regression-linear-sys build-admit-regression-linear-user build-eval-thunk-regression-linear-real build-eval-thunk-regression-linear-sys build-eval-thunk-regression-linear-user build-pf-cast-regression-linear-real build-pf-cast-regression-linear-sys build-pf-cast-regression-linear-user build-thunk-regression-linear-real build-thunk-regression-linear-sys build-thunk-regression-linear-user check-I-regression-linear-real check-I-regression-linear-sys check-I-regression-linear-user check-admit-cast-regression-quadratic-real check-admit-cast-regression-quadratic-sys check-admit-cast-regression-quadratic-user check-admit-regression-quadratic-real check-admit-regression-quadratic-sys check-admit-regression-quadratic-user check-pf-cast-regression-quadratic-real check-pf-cast-regression-quadratic-sys check-pf-cast-regression-quadratic-user close-abstract-regression-quadratic-real close-abstract-regression-quadratic-sys close-abstract-regression-quadratic-user eval-thunk-regression-linear-real eval-thunk-regression-linear-sys eval-thunk-regression-linear-user fast-rewrite-regression-quadratic-real fast-rewrite-regression-quadratic-sys fast-rewrite-regression-quadratic-user refine-regression-quadratic-regression-linear-real refine-regression-quadratic-regression-linear-sys refine-regression-quadratic-regression-linear-user type-I-regression-linear-real type-I-regression-linear-sys type-I-regression-linear-user type-admit-cast-regression-quadratic-real type-admit-cast-regression-quadratic-sys type-admit-cast-regression-quadratic-user type-admit-regression-quadratic-real type-admit-regression-quadratic-sys type-admit-regression-quadratic-user type-pf-cast-regression-quadratic-real type-pf-cast-regression-quadratic-sys type-pf-cast-regression-quadratic-user
400 0.351 0.006 0.344 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.048 0.002 0.045 0.003 0. 0.003 0.048 0.002 0.045 0.006 0. 0.006 0.028 0. 0.028 0.035 0. 0.035 0.029 0. 0.029 0.061 0. 0.061 0. 0. 0. 0.289 0.006 0.282 0.028 0. 0.028 0.006 0. 0.006 0.027 0.003 0.024 0.026 0. 0.026 0.033 0. 0.033
500 0.478 0.004 0.474 0.004 0. 0.004 0.007 0. 0.007 0.004 0. 0.004 0.057 0.003 0.053 0.005 0. 0.005 0.057 0.003 0.053 0.008 0. 0.008 0.041 0. 0.041 0.04 0. 0.04 0.04 0. 0.04 0.088 0. 0.088 0. 0. 0. 0.389 0.004 0.385 0.046 0. 0.046 0.008 0. 0.008 0.043 0. 0.043 0.038 0. 0.038 0.041 0. 0.041
600 0.644 0. 0.644 0.005 0. 0.005 0.005 0. 0.005 0.005 0. 0.005 0.065 0. 0.065 0.005 0. 0.005 0.065 0. 0.065 0.01 0. 0.01 0.056 0. 0.056 0.056 0. 0.056 0.058 0. 0.058 0.125 0. 0.125 0. 0. 0. 0.517 0. 0.517 0.06 0. 0.06 0.013 0. 0.013 0.062 0. 0.062 0.054 0. 0.054 0.056 0. 0.056
700 0.846 0. 0.846 0.015 0. 0.015 0.006 0. 0.006 0.006 0. 0.006 0.076 0. 0.076 0.01 0. 0.01 0.075 0. 0.075 0.012 0. 0.012 0.075 0. 0.075 0.077 0. 0.077 0.076 0. 0.076 0.163 0. 0.163 0. 0. 0. 0.681 0. 0.681 0.081 0. 0.08 0.012 0. 0.012 0.076 0. 0.076 0.079 0. 0.079 0.073 0. 0.073
800 1.065 0.007 1.057 0.007 0. 0.007 0.015 0. 0.015 0.007 0. 0.007 0.087 0.003 0.083 0.007 0. 0.008 0.087 0.003 0.083 0.014 0. 0.014 0.093 0.003 0.089 0.09 0. 0.09 0.104 0. 0.104 0.229 0. 0.229 0. 0. 0. 0.834 0.007 0.826 0.1 0. 0.1 0.017 0. 0.017 0.095 0. 0.094 0.095 0. 0.095 0.096 0. 0.096
900 1.32 0. 1.32 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008 0.106 0. 0.106 0.009 0. 0.009 0.105 0. 0.105 0.015 0. 0.015 0.125 0. 0.125 0.124 0. 0.124 0.123 0. 0.123 0.278 0. 0.278 0. 0. 0. 1.041 0. 1.041 0.129 0. 0.129 0.015 0. 0.015 0.12 0. 0.12 0.117 0. 0.117 0.125 0. 0.125
1000 1.559 0.004 1.554 0.009 0. 0.009 0.009 0. 0.009 0.009 0. 0.009 0.114 0. 0.114 0.009 0. 0.009 0.113 0. 0.113 0.023 0. 0.023 0.143 0. 0.143 0.146 0. 0.146 0.148 0. 0.148 0.325 0. 0.325 0.001 0. 0.001 1.232 0.004 1.227 0.159 0.004 0.155 0.017 0. 0.017 0.143 0. 0.143 0.143 0. 0.143 0.152 0. 0.152
1100 1.822 0. 1.822 0.011 0. 0.011 0.01 0. 0.01 0.01 0. 0.01 0.126 0. 0.126 0.012 0. 0.012 0.125 0. 0.125 0.025 0. 0.025 0.176 0. 0.176 0.183 0. 0.183 0.17 0. 0.17 0.393 0. 0.393 0.001 0. 0.001 1.427 0. 1.427 0.169 0. 0.169 0.018 0. 0.018 0.167 0. 0.167 0.172 0. 0.172 0.171 0. 0.171
1200 2.145 0.007 2.137 0.023 0. 0.023 0.011 0. 0.011 0.017 0. 0.017 0.134 0.003 0.13 0.01 0. 0.01 0.133 0.003 0.129 0.021 0. 0.021 0.2 0. 0.2 0.195 0. 0.195 0.212 0. 0.212 0.458 0. 0.458 0. 0. 0. 1.685 0.007 1.677 0.219 0.003 0.215 0.021 0. 0.021 0.212 0. 0.212 0.204 0. 0.204 0.199 0. 0.199
1300 2.53 0.004 2.526 0.012 0. 0.012 0.013 0. 0.013 0.012 0. 0.012 0.151 0.004 0.147 0.012 0. 0.012 0.149 0.004 0.145 0.032 0. 0.032 0.236 0. 0.236 0.252 0. 0.252 0.258 0. 0.258 0.529 0. 0.529 0.001 0. 0.001 2. 0.004 1.995 0.253 0. 0.253 0.022 0. 0.022 0.246 0. 0.246 0.241 0. 0.241 0.252 0. 0.252
1400 2.951 0.011 2.939 0.013 0. 0.013 0.017 0. 0.017 0.013 0. 0.013 0.159 0.003 0.155 0.013 0. 0.013 0.158 0.003 0.154 0.024 0. 0.024 0.286 0. 0.286 0.28 0. 0.279 0.321 0.004 0.317 0.61 0. 0.61 0.001 0. 0.001 2.339 0.011 2.327 0.284 0. 0.284 0.028 0.003 0.024 0.306 0. 0.306 0.279 0. 0.279 0.309 0. 0.309
1500 3.305 0.007 3.296 0.014 0. 0.014 0.014 0. 0.014 0.017 0. 0.017 0.169 0. 0.169 0.016 0. 0.016 0.168 0. 0.168 0.028 0. 0.028 0.353 0. 0.353 0.347 0. 0.347 0.334 0. 0.334 0.704 0.003 0.7 0.001 0. 0.001 2.598 0.004 2.594 0.266 0. 0.266 0.026 0. 0.026 0.319 0.003 0.315 0.348 0. 0.348 0.34 0. 0.34
1600 3.786 0.003 3.782 0.014 0. 0.014 0.015 0. 0.015 0.015 0. 0.015 0.188 0. 0.188 0.023 0. 0.022 0.187 0. 0.187 0.028 0. 0.027 0.306 0. 0.306 0.416 0. 0.416 0.37 0. 0.37 0.772 0. 0.772 0.001 0. 0.001 3.012 0.003 3.007 0.389 0. 0.389 0.036 0. 0.036 0.447 0. 0.447 0.378 0.003 0.374 0.38 0. 0.38
1700 4.631 0. 4.63 0.016 0. 0.016 0.016 0. 0.016 0.021 0. 0.021 0.203 0. 0.203 0.016 0. 0.016 0.201 0. 0.201 0.039 0. 0.039 0.442 0. 0.442 0.447 0. 0.447 0.457 0. 0.457 0.869 0. 0.868 0.001 0. 0.001 3.76 0. 3.759 0.493 0. 0.493 0.03 0. 0.03 0.492 0. 0.492 0.513 0. 0.513 0.568 0. 0.568
1800 5.57 0.003 5.565 0.024 0. 0.024 0.017 0. 0.017 0.017 0. 0.017 0.196 0. 0.196 0.017 0. 0.017 0.194 0. 0.194 0.031 0. 0.031 0.703 0. 0.703 0.516 0. 0.516 0.518 0. 0.518 0.979 0. 0.978 0.001 0. 0.001 4.589 0.003 4.585 0.59 0. 0.59 0.038 0. 0.038 0.576 0. 0.576 0.68 0. 0.68 0.658 0.003 0.654
1900 5.934 0. 5.933 0.018 0. 0.018 0.021 0. 0.021 0.022 0. 0.022 0.21 0. 0.21 0.019 0. 0.019 0.208 0. 0.208 0.041 0. 0.041 0.809 0. 0.809 0.426 0. 0.426 0.641 0. 0.641 1.099 0. 1.098 0.001 0. 0.001 4.833 0. 4.832 0.63 0. 0.63 0.032 0. 0.032 0.627 0. 0.627 0.703 0. 0.703 0.625 0. 0.625
2000 7.52 0.007 7.511 0.019 0. 0.019 0.031 0. 0.031 0.018 0. 0.018 0.223 0. 0.223 0.019 0. 0.019 0.222 0. 0.222 0.037 0. 0.037 0.771 0. 0.771 0.956 0. 0.956 0.995 0.003 0.991 1.279 0.003 1.275 0.001 0. 0.001 6.234 0.003 6.229 0.451 0. 0.451 0.043 0. 0.043 0.947 0. 0.947 0.851 0. 0.851 0.866 0. 0.866
2500 14.684 0.007 14.674 0.028 0. 0.028 0.027 0. 0.027 0.023 0. 0.023 0.32 0. 0.32 0.024 0. 0.024 0.318 0. 0.318 0.059 0.004 0.055 1.824 0. 1.824 1.803 0. 1.802 1.674 0. 1.673 1.835 0.003 1.83 0.002 0. 0.002 12.846 0.004 12.84 1.771 0. 1.771 0.055 0. 0.055 1.702 0. 1.701 1.812 0. 1.812 1.715 0. 1.715
3000 22.52 0.024 22.492 0.041 0.008 0.033 0.029 0. 0.029 0.028 0. 0.028 0.353 0.004 0.349 0.027 0. 0.027 0.351 0.003 0.346 0.061 0. 0.061 2.886 0.004 2.881 1.902 0. 1.901 2.947 0. 2.947 2.717 0.004 2.712 0.002 0. 0.002 19.8 0.02 19.777 2.79 0. 2.79 0.063 0. 0.063 2.882 0. 2.882 2.88 0.003 2.876 2.904 0. 2.903
